ts,symbol,tf,action,price,size,fee,pnl,reasons,reason
2025-01-23 20:00:00+00:00,ETHUSD_4H,4H,stop,3340.0054680000003,0.791693998959488,0.5288524571014953,-106.94831776335162,,stop_loss
2025-01-27 12:00:00+00:00,ETHUSD_4H,4H,enter_short,3131.856756,0.8150528619999068,0.5105257624703088,0.0,4.0,
2025-01-27 16:00:00+00:00,ETHUSD_4H,4H,enter_short,3072.2106240000003,0.740826974568468,0.4551953003630051,0.0,4.0,
2025-01-27 20:00:00+00:00,ETHUSD_4H,4H,enter_short,3180.657228,0.6600224407629859,0.41986102937099856,0.0,4.0,
2025-01-28 00:00:00+00:00,ETHUSD_4H,4H,enter_short,3201.51888,0.6322482748654212,0.4048309577658152,0.0,4.0,
2025-01-28 04:00:00+00:00,ETHUSD_4H,4H,enter_short,3194.841552,0.6331804654780964,0.4045822522048248,0.0,4.0,
2025-01-28 08:00:00+00:00,ETHUSD_4H,4H,enter_short,3185.2254,0.6359589352230397,0.40513451076587614,0.0,4.0,
2025-01-28 12:00:00+00:00,ETHUSD_4H,4H,enter_short,3180.187416,0.6210298449199755,0.3949982595549876,0.0,4.0,
2025-01-28 16:00:00+00:00,ETHUSD_4H,4H,enter_short,3145.5212880000004,0.6139381501166478,0.3862311041414511,0.0,4.0,
2025-01-28 20:00:00+00:00,ETHUSD_4H,4H,enter_short,3074.829576,0.5704088201500987,0.35078198212175776,0.0,4.0,
2025-01-29 00:00:00+00:00,ETHUSD_4H,4H,enter_short,3128.208216,0.5610322994309528,0.35100516970425577,0.0,4.0,
2025-01-29 04:00:00+00:00,ETHUSD_4H,4H,enter_short,3154.6676279999997,0.5947778504728483,0.3752652861476237,0.0,4.0,
2025-01-29 08:00:00+00:00,ETHUSD_4H,4H,enter_short,3132.5264880000004,0.6214157626546881,0.3893202673153064,0.0,4.0,
2025-01-29 12:00:00+00:00,ETHUSD_4H,4H,enter_short,3098.999904,0.6841282251759185,0.4240226608287724,0.0,4.0,
2025-01-29 16:00:00+00:00,ETHUSD_4H,4H,enter_short,3125.059476,0.6572214554638575,0.41077122744556793,0.0,4.0,
2025-01-29 20:00:00+00:00,ETHUSD_4H,4H,enter_short,3112.784388,0.6625337182338743,0.412464922928399,0.0,4.0,
2025-01-30 16:00:00+00:00,ETHUSD_4H,4H,stop,3273.088712,0.6625337182338743,0.4337063268941365,-106.2070198286878,,stop_loss
2025-02-03 12:00:00+00:00,ETHUSD_4H,4H,enter_short,2705.96718,0.3174027387322027,0.17177627877029109,0.0,4.0,
2025-02-03 16:00:00+00:00,ETHUSD_4H,4H,enter_short,2768.312232,0.31148489298269016,0.17245748786543844,0.0,4.0,
2025-02-03 20:00:00+00:00,ETHUSD_4H,4H,enter_short,2882.466552,0.28806347272861943,0.16606666499864192,0.0,4.0,
2025-02-04 00:00:00+00:00,ETHUSD_4H,4H,enter_short,2812.364604,0.28704523832956064,0.1614551736049601,0.0,4.0,
2025-02-04 04:00:00+00:00,ETHUSD_4H,4H,enter_short,2704.377816,0.27798626747838645,0.15035597898423814,0.0,4.0,
2025-02-04 08:00:00+00:00,ETHUSD_4H,4H,enter_short,2759.105916,0.27591317406573823,0.15225473417342325,0.0,4.0,
2025-02-04 12:00:00+00:00,ETHUSD_4H,4H,enter_short,2777.798436,0.2706234390826638,0.15034747316575295,0.0,4.0,
2025-02-04 16:00:00+00:00,ETHUSD_4H,4H,enter_short,2770.811232,0.26720106880427513,0.14807274452905808,0.0,4.0,
